accident_year,speed_limit,road_surface_conditions,weather_conditions,urban_or_rural_area,accident_severity,accident_count
2023,40,Unknown,Raining without high winds,Urban,Slight,3
2018,50,Unknown,Raining without high winds,Rural,Slight,1
2018,50,Unknown,Raining without high winds,Urban,Slight,1
2019,50,Unknown,Raining without high winds,Rural,Slight,1
2019,50,Unknown,Raining without high winds,Urban,Slight,1
2020,50,Unknown,Raining without high winds,Urban,Slight,1
2021,50,Unknown,Raining without high winds,Rural,Slight,1
2021,50,Unknown,Raining without high winds,Urban,Slight,1
2022,50,Unknown,Raining without high winds,Rural,Slight,1
2022,50,Unknown,Raining without high winds,Urban,Slight,1
2023,50,Unknown,Raining without high winds,Rural,Slight,1
2023,50,Unknown,Raining without high winds,Urban,Slight,1
2018,70,Unknown,Raining without high winds,Rural,Slight,1
2018,70,Unknown,Raining without high winds,Urban,Slight,1
2021,20,Unknown,Snowing without high winds,Rural,Slight,1
2021,20,Unknown,Snowing without high winds,Urban,Slight,1
2017,30,Unknown,Snowing without high winds,Rural,Slight,1
2017,30,Unknown,Snowing without high winds,Urban,Slight,2
2018,30,Unknown,Snowing without high winds,Rural,Slight,1
2018,30,Unknown,Snowing without high winds,Urban,Slight,1
2019,30,Unknown,Snowing without high winds,Rural,Slight,2
2019,30,Unknown,Snowing without high winds,Urban,Slight,2
2022,30,Unknown,Snowing without high winds,Rural,Slight,1
2022,30,Unknown,Snowing without high winds,Urban,Slight,1
2019,-1,Unknown,Unknown,Rural,Slight,2
2019,-1,Unknown,Unknown,Urban,Slight,2
2017,20,Unknown,Unknown,Rural,Slight,69
2017,20,Unknown,Unknown,Urban,Slight,102
2018,20,Unknown,Unknown,Rural,Slight,51
2018,20,Unknown,Unknown,Urban,Slight,63
2019,20,Unknown,Unknown,Rural,Slight,78
2019,20,Unknown,Unknown,Urban,Slight,96
2020,20,Unknown,Unknown,Rural,Slight,83
2020,20,Unknown,Unknown,Urban,Slight,103
2021,20,Unknown,Unknown,Rural,Slight,139
2021,20,Unknown,Unknown,Urban,Slight,165
2022,20,Unknown,Unknown,Rural,Slight,188
2022,20,Unknown,Unknown,Urban,Slight,244
2023,20,Unknown,Unknown,Rural,Slight,307
2023,20,Unknown,Unknown,Urban,Slight,388
2017,30,Unknown,Unknown,Rural,Slight,657
2017,30,Unknown,Unknown,Urban,Slight,813
2018,30,Unknown,Unknown,Rural,Slight,331
2018,30,Unknown,Unknown,Urban,Slight,409
2019,30,Unknown,Unknown,Rural,Slight,281
2019,30,Unknown,Unknown,Urban,Slight,346
2020,30,Unknown,Unknown,Rural,Slight,185
2020,30,Unknown,Unknown,Urban,Slight,227
2021,30,Unknown,Unknown,Rural,Slight,206
2021,30,Unknown,Unknown,Urban,Slight,259
2022,30,Unknown,Unknown,Rural,Slight,207
2022,30,Unknown,Unknown,Urban,Slight,245
2023,30,Unknown,Unknown,Rural,Slight,287
2023,30,Unknown,Unknown,Urban,Slight,336
2017,40,Unknown,Unknown,Rural,Slight,20
2017,40,Unknown,Unknown,Urban,Slight,22
2018,40,Unknown,Unknown,Rural,Slight,9
2018,40,Unknown,Unknown,Urban,Slight,12
2019,40,Unknown,Unknown,Rural,Slight,6
2019,40,Unknown,Unknown,Urban,Slight,8
2020,40,Unknown,Unknown,Rural,Slight,9
2020,40,Unknown,Unknown,Urban,Slight,10
2021,40,Unknown,Unknown,Rural,Slight,9
2021,40,Unknown,Unknown,Urban,Slight,10
2022,40,Unknown,Unknown,Rural,Slight,9
2022,40,Unknown,Unknown,Urban,Slight,10
2023,40,Unknown,Unknown,Rural,Slight,7
2023,40,Unknown,Unknown,Urban,Slight,9
2017,50,Unknown,Unknown,Rural,Slight,4
2017,50,Unknown,Unknown,Urban,Slight,5
2018,50,Unknown,Unknown,Rural,Slight,9
2018,50,Unknown,Unknown,Urban,Slight,10
2019,50,Unknown,Unknown,Rural,Slight,4
2019,50,Unknown,Unknown,Urban,Slight,5
2020,50,Unknown,Unknown,Rural,Slight,3
2020,50,Unknown,Unknown,Urban,Slight,5
2021,50,Unknown,Unknown,Rural,Slight,6
2021,50,Unknown,Unknown,Urban,Slight,7
2022,50,Unknown,Unknown,Rural,Slight,7
2022,50,Unknown,Unknown,Urban,Slight,10
2023,50,Unknown,Unknown,Rural,Slight,2
2023,50,Unknown,Unknown,Urban,Slight,2
2017,60,Unknown,Unknown,Rural,Slight,2
2017,60,Unknown,Unknown,Urban,Slight,2
2018,60,Unknown,Unknown,Rural,Slight,1
2018,60,Unknown,Unknown,Urban,Slight,1
2019,60,Unknown,Unknown,Rural,Slight,2
2019,60,Unknown,Unknown,Urban,Slight,2
2020,60,Unknown,Unknown,Urban,Slight,1
2021,60,Unknown,Unknown,Rural,Slight,1
2021,60,Unknown,Unknown,Urban,Slight,1
2022,60,Unknown,Unknown,Rural,Slight,1
2022,60,Unknown,Unknown,Urban,Slight,1
2023,60,Unknown,Unknown,Rural,Slight,1
2023,60,Unknown,Unknown,Urban,Slight,1
2017,70,Unknown,Unknown,Rural,Slight,6
2017,70,Unknown,Unknown,Urban,Slight,6
2018,70,Unknown,Unknown,Rural,Slight,6
2018,70,Unknown,Unknown,Urban,Slight,6
2019,70,Unknown,Unknown,Rural,Slight,3
2019,70,Unknown,Unknown,Urban,Slight,3
2020,70,Unknown,Unknown,Rural,Slight,1
2020,70,Unknown,Unknown,Urban,Slight,1
2021,70,Unknown,Unknown,Rural,Slight,1
2021,70,Unknown,Unknown,Urban,Slight,1
2022,70,Unknown,Unknown,Rural,Slight,1
2022,70,Unknown,Unknown,Urban,Slight,1
2023,70,Unknown,Unknown,Rural,Slight,5
2023,70,Unknown,Unknown,Urban,Slight,5
2016,20,Wet/Damp,Fine with high winds,Rural,Slight,5
2016,20,Wet/Damp,Fine with high winds,Urban,Slight,8
2017,20,Wet/Damp,Fine with high winds,Rural,Slight,5
2017,20,Wet/Damp,Fine with high winds,Urban,Slight,6
2018,20,Wet/Damp,Fine with high winds,Rural,Slight,8
2018,20,Wet/Damp,Fine with high winds,Urban,Slight,8
2019,20,Wet/Damp,Fine with high winds,Rural,Slight,6
2019,20,Wet/Damp,Fine with high winds,Urban,Slight,9
2020,20,Wet/Damp,Fine with high winds,Rural,Slight,10
2020,20,Wet/Damp,Fine with high winds,Urban,Slight,12
2021,20,Wet/Damp,Fine with high winds,Rural,Slight,11
2021,20,Wet/Damp,Fine with high winds,Urban,Slight,11
2022,20,Wet/Damp,Fine with high winds,Rural,Slight,8
2022,20,Wet/Damp,Fine with high winds,Urban,Slight,10
2023,20,Wet/Damp,Fine with high winds,Rural,Slight,9
2023,20,Wet/Damp,Fine with high winds,Urban,Slight,14
2014,30,Wet/Damp,Fine with high winds,Rural,Slight,46
2014,30,Wet/Damp,Fine with high winds,Urban,Slight,55
2015,30,Wet/Damp,Fine with high winds,Rural,Slight,31
2015,30,Wet/Damp,Fine with high winds,Urban,Slight,37
2016,30,Wet/Damp,Fine with high winds,Rural,Slight,13
2016,30,Wet/Damp,Fine with high winds,Urban,Slight,19
2017,30,Wet/Damp,Fine with high winds,Rural,Slight,12
2017,30,Wet/Damp,Fine with high winds,Urban,Slight,16
2018,30,Wet/Damp,Fine with high winds,Rural,Slight,13
2018,30,Wet/Damp,Fine with high winds,Urban,Slight,18
2019,30,Wet/Damp,Fine with high winds,Rural,Slight,26
2019,30,Wet/Damp,Fine with high winds,Urban,Slight,32
2020,30,Wet/Damp,Fine with high winds,Rural,Slight,17
2020,30,Wet/Damp,Fine with high winds,Urban,Slight,22
2021,30,Wet/Damp,Fine with high winds,Rural,Slight,17
2021,30,Wet/Damp,Fine with high winds,Urban,Slight,19
2022,30,Wet/Damp,Fine with high winds,Rural,Slight,8
2022,30,Wet/Damp,Fine with high winds,Urban,Slight,12
2023,30,Wet/Damp,Fine with high winds,Rural,Slight,13
2023,30,Wet/Damp,Fine with high winds,Urban,Slight,13
2014,40,Wet/Damp,Fine with high winds,Rural,Slight,6
2014,40,Wet/Damp,Fine with high winds,Urban,Slight,6
2015,40,Wet/Damp,Fine with high winds,Rural,Slight,3
2015,40,Wet/Damp,Fine with high winds,Urban,Slight,4
2016,40,Wet/Damp,Fine with high winds,Rural,Slight,2
2016,40,Wet/Damp,Fine with high winds,Urban,Slight,2
2017,40,Wet/Damp,Fine with high winds,Rural,Slight,2
2017,40,Wet/Damp,Fine with high winds,Urban,Slight,2
2018,40,Wet/Damp,Fine with high winds,Rural,Slight,5
2018,40,Wet/Damp,Fine with high winds,Urban,Slight,5
2019,40,Wet/Damp,Fine with high winds,Rural,Slight,4
2019,40,Wet/Damp,Fine with high winds,Urban,Slight,4
2022,40,Wet/Damp,Fine with high winds,Rural,Slight,1
2022,40,Wet/Damp,Fine with high winds,Urban,Slight,1
2023,40,Wet/Damp,Fine with high winds,Rural,Slight,4
2023,40,Wet/Damp,Fine with high winds,Urban,Slight,4
2014,50,Wet/Damp,Fine with high winds,Rural,Slight,2
2014,50,Wet/Damp,Fine with high winds,Urban,Slight,2
2018,50,Wet/Damp,Fine with high winds,Rural,Slight,1
2018,50,Wet/Damp,Fine with high winds,Urban,Slight,1
2021,50,Wet/Damp,Fine with high winds,Rural,Slight,3
2021,50,Wet/Damp,Fine with high winds,Urban,Slight,3
2022,50,Wet/Damp,Fine with high winds,Rural,Slight,2
2022,50,Wet/Damp,Fine with high winds,Urban,Slight,2
2019,-1,Wet/Damp,Fine without high winds,Rural,Slight,3
2019,-1,Wet/Damp,Fine without high winds,Urban,Slight,3
2014,20,Wet/Damp,Fine without high winds,Rural,Slight,6
2014,20,Wet/Damp,Fine without high winds,Urban,Slight,18
2015,20,Wet/Damp,Fine without high winds,Rural,Slight,12
2015,20,Wet/Damp,Fine without high winds,Urban,Slight,32
2016,20,Wet/Damp,Fine without high winds,Rural,Slight,125
2016,20,Wet/Damp,Fine without high winds,Urban,Slight,182
2017,20,Wet/Damp,Fine without high winds,Rural,Slight,211
2017,20,Wet/Damp,Fine without high winds,Urban,Slight,301
2018,20,Wet/Damp,Fine without high winds,Rural,Slight,208
2018,20,Wet/Damp,Fine without high winds,Urban,Slight,276
2019,20,Wet/Damp,Fine without high winds,Rural,Slight,262
2019,20,Wet/Damp,Fine without high winds,Urban,Slight,376
2020,20,Wet/Damp,Fine without high winds,Rural,Slight,345
2020,20,Wet/Damp,Fine without high winds,Urban,Slight,460
2021,20,Wet/Damp,Fine without high winds,Rural,Slight,307
2021,20,Wet/Damp,Fine without high winds,Urban,Slight,443
2022,20,Wet/Damp,Fine without high winds,Rural,Slight,395
2022,20,Wet/Damp,Fine without high winds,Urban,Slight,525
2023,20,Wet/Damp,Fine without high winds,Rural,Slight,425
2023,20,Wet/Damp,Fine without high winds,Urban,Slight,597
2014,30,Wet/Damp,Fine without high winds,Rural,Slight,1102
2014,30,Wet/Damp,Fine without high winds,Urban,Slight,1358
2015,30,Wet/Damp,Fine without high winds,Rural,Slight,700
2015,30,Wet/Damp,Fine without high winds,Urban,Slight,885
2016,30,Wet/Damp,Fine without high winds,Rural,Slight,867
2016,30,Wet/Damp,Fine without high winds,Urban,Slight,1071
2017,30,Wet/Damp,Fine without high winds,Rural,Slight,1015
2017,30,Wet/Damp,Fine without high winds,Urban,Slight,1223
2018,30,Wet/Damp,Fine without high winds,Rural,Slight,772
2018,30,Wet/Damp,Fine without high winds,Urban,Slight,920
2019,30,Wet/Damp,Fine without high winds,Rural,Slight,788
2019,30,Wet/Damp,Fine without high winds,Urban,Slight,954
2020,30,Wet/Damp,Fine without high winds,Rural,Slight,609
2020,30,Wet/Damp,Fine without high winds,Urban,Slight,709
2021,30,Wet/Damp,Fine without high winds,Rural,Slight,496
2021,30,Wet/Damp,Fine without high winds,Urban,Slight,576
2022,30,Wet/Damp,Fine without high winds,Rural,Slight,524
2022,30,Wet/Damp,Fine without high winds,Urban,Slight,608
2023,30,Wet/Damp,Fine without high winds,Rural,Slight,456
2023,30,Wet/Damp,Fine without high winds,Urban,Slight,544
2014,40,Wet/Damp,Fine without high winds,Rural,Slight,48
2014,40,Wet/Damp,Fine without high winds,Urban,Slight,54
2015,40,Wet/Damp,Fine without high winds,Rural,Slight,25
2015,40,Wet/Damp,Fine without high winds,Urban,Slight,34
2016,40,Wet/Damp,Fine without high winds,Rural,Slight,72
2016,40,Wet/Damp,Fine without high winds,Urban,Slight,91
2017,40,Wet/Damp,Fine without high winds,Rural,Slight,123
2017,40,Wet/Damp,Fine without high winds,Urban,Slight,137
2018,40,Wet/Damp,Fine without high winds,Rural,Slight,104
2018,40,Wet/Damp,Fine without high winds,Urban,Slight,116
2019,40,Wet/Damp,Fine without high winds,Rural,Slight,108
2019,40,Wet/Damp,Fine without high winds,Urban,Slight,123
2020,40,Wet/Damp,Fine without high winds,Rural,Slight,68
2020,40,Wet/Damp,Fine without high winds,Urban,Slight,79
2021,40,Wet/Damp,Fine without high winds,Rural,Slight,56
2021,40,Wet/Damp,Fine without high winds,Urban,Slight,65
2022,40,Wet/Damp,Fine without high winds,Rural,Slight,52
2022,40,Wet/Damp,Fine without high winds,Urban,Slight,68
2023,40,Wet/Damp,Fine without high winds,Rural,Slight,55
2023,40,Wet/Damp,Fine without high winds,Urban,Slight,59
2014,50,Wet/Damp,Fine without high winds,Rural,Slight,48
2014,50,Wet/Damp,Fine without high winds,Urban,Slight,52
2015,50,Wet/Damp,Fine without high winds,Rural,Slight,28
2015,50,Wet/Damp,Fine without high winds,Urban,Slight,30
2016,50,Wet/Damp,Fine without high winds,Rural,Slight,45
2016,50,Wet/Damp,Fine without high winds,Urban,Slight,50
2017,50,Wet/Damp,Fine without high winds,Rural,Slight,76
2017,50,Wet/Damp,Fine without high winds,Urban,Slight,81
2018,50,Wet/Damp,Fine without high winds,Rural,Slight,54
2018,50,Wet/Damp,Fine without high winds,Urban,Slight,58
2019,50,Wet/Damp,Fine without high winds,Rural,Slight,59
2019,50,Wet/Damp,Fine without high winds,Urban,Slight,63
2020,50,Wet/Damp,Fine without high winds,Rural,Slight,44
2020,50,Wet/Damp,Fine without high winds,Urban,Slight,44
2021,50,Wet/Damp,Fine without high winds,Rural,Slight,61
2021,50,Wet/Damp,Fine without high winds,Urban,Slight,62
2022,50,Wet/Damp,Fine without high winds,Rural,Slight,46
2022,50,Wet/Damp,Fine without high winds,Urban,Slight,46
2023,50,Wet/Damp,Fine without high winds,Rural,Slight,42
2023,50,Wet/Damp,Fine without high winds,Urban,Slight,42
2014,60,Wet/Damp,Fine without high winds,Rural,Slight,6
2014,60,Wet/Damp,Fine without high winds,Urban,Slight,6
2015,60,Wet/Damp,Fine without high winds,Rural,Slight,2
2015,60,Wet/Damp,Fine without high winds,Urban,Slight,2
2016,60,Wet/Damp,Fine without high winds,Rural,Slight,5
2016,60,Wet/Damp,Fine without high winds,Urban,Slight,5
2017,60,Wet/Damp,Fine without high winds,Rural,Slight,2
2017,60,Wet/Damp,Fine without high winds,Urban,Slight,4
2018,60,Wet/Damp,Fine without high winds,Rural,Slight,7
2018,60,Wet/Damp,Fine without high winds,Urban,Slight,7
2019,60,Wet/Damp,Fine without high winds,Rural,Slight,4
2019,60,Wet/Damp,Fine without high winds,Urban,Slight,4
2020,60,Wet/Damp,Fine without high winds,Rural,Slight,2
2020,60,Wet/Damp,Fine without high winds,Urban,Slight,2
2021,60,Wet/Damp,Fine without high winds,Rural,Slight,5
2021,60,Wet/Damp,Fine without high winds,Urban,Slight,5
2022,60,Wet/Damp,Fine without high winds,Rural,Slight,6
2022,60,Wet/Damp,Fine without high winds,Urban,Slight,6
2023,60,Wet/Damp,Fine without high winds,Rural,Slight,2
2023,60,Wet/Damp,Fine without high winds,Urban,Slight,2
2014,70,Wet/Damp,Fine without high winds,Rural,Slight,8
2014,70,Wet/Damp,Fine without high winds,Urban,Slight,8
2015,70,Wet/Damp,Fine without high winds,Rural,Slight,10
2015,70,Wet/Damp,Fine without high winds,Urban,Slight,10
2016,70,Wet/Damp,Fine without high winds,Rural,Slight,16
2016,70,Wet/Damp,Fine without high winds,Urban,Slight,16
2017,70,Wet/Damp,Fine without high winds,Rural,Slight,13
2017,70,Wet/Damp,Fine without high winds,Urban,Slight,13
2018,70,Wet/Damp,Fine without high winds,Rural,Slight,5
2018,70,Wet/Damp,Fine without high winds,Urban,Slight,5
2019,70,Wet/Damp,Fine without high winds,Rural,Slight,4
2019,70,Wet/Damp,Fine without high winds,Urban,Slight,4
2020,70,Wet/Damp,Fine without high winds,Rural,Slight,17
2020,70,Wet/Damp,Fine without high winds,Urban,Slight,17
2021,70,Wet/Damp,Fine without high winds,Rural,Slight,11
2021,70,Wet/Damp,Fine without high winds,Urban,Slight,11
2022,70,Wet/Damp,Fine without high winds,Rural,Slight,13
2022,70,Wet/Damp,Fine without high winds,Urban,Slight,13
2023,70,Wet/Damp,Fine without high winds,Rural,Slight,16
2023,70,Wet/Damp,Fine without high winds,Urban,Slight,16
2016,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,7
2016,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,9
2017,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2017,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2018,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2018,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2019,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2019,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2020,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,7
2020,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,7
2021,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,5
2021,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,5
2022,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,7
2022,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,8
2023,20,Wet/Damp,Fog or mist - if hazard,Rural,Slight,9
2023,20,Wet/Damp,Fog or mist - if hazard,Urban,Slight,11
2014,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,7
2014,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,8
2015,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,14
2015,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,16
2016,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,43
2016,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,54
2017,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,7
2017,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,11
2018,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2018,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2019,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,6
2019,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,7
2020,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,6
2020,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,7
2021,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,14
2021,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,15
2022,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,8
2022,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,8
2023,30,Wet/Damp,Fog or mist - if hazard,Rural,Slight,8
2023,30,Wet/Damp,Fog or mist - if hazard,Urban,Slight,8
2016,40,Wet/Damp,Fog or mist - if hazard,Rural,Slight,4
2016,40,Wet/Damp,Fog or mist - if hazard,Urban,Slight,4
2017,40,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2020,40,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2020,40,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2022,40,Wet/Damp,Fog or mist - if hazard,Urban,Slight,2
2023,40,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2023,40,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2016,50,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2016,50,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2017,50,Wet/Damp,Fog or mist - if hazard,Urban,Slight,2
2020,50,Wet/Damp,Fog or mist - if hazard,Rural,Slight,3
2020,50,Wet/Damp,Fog or mist - if hazard,Urban,Slight,3
2021,50,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2014,60,Wet/Damp,Fog or mist - if hazard,Rural,Slight,1
2014,60,Wet/Damp,Fog or mist - if hazard,Urban,Slight,1
2014,70,Wet/Damp,Fog or mist - if hazard,Rural,Slight,2
2014,70,Wet/Damp,Fog or mist - if hazard,Urban,Slight,2
2020,70,Wet/Damp,Fog or mist - if hazard,Rural,Slight,2
2020,70,Wet/Damp,Fog or mist - if hazard,Urban,Slight,2
2019,-1,Wet/Damp,Other,Rural,Slight,1
2019,-1,Wet/Damp,Other,Urban,Slight,1
2014,20,Wet/Damp,Other,Rural,Slight,2
2014,20,Wet/Damp,Other,Urban,Slight,2
2015,20,Wet/Damp,Other,Rural,Slight,1
2015,20,Wet/Damp,Other,Urban,Slight,2
2016,20,Wet/Damp,Other,Rural,Slight,12
2016,20,Wet/Damp,Other,Urban,Slight,23
2017,20,Wet/Damp,Other,Rural,Slight,41
2017,20,Wet/Damp,Other,Urban,Slight,72
2018,20,Wet/Damp,Other,Rural,Slight,25
2018,20,Wet/Damp,Other,Urban,Slight,43
2019,20,Wet/Damp,Other,Rural,Slight,54
2019,20,Wet/Damp,Other,Urban,Slight,74
2020,20,Wet/Damp,Other,Rural,Slight,71
2020,20,Wet/Damp,Other,Urban,Slight,96
2021,20,Wet/Damp,Other,Rural,Slight,70
2021,20,Wet/Damp,Other,Urban,Slight,82
2022,20,Wet/Damp,Other,Rural,Slight,70
2022,20,Wet/Damp,Other,Urban,Slight,91
2023,20,Wet/Damp,Other,Rural,Slight,76
2023,20,Wet/Damp,Other,Urban,Slight,105
2014,30,Wet/Damp,Other,Rural,Slight,99
2014,30,Wet/Damp,Other,Urban,Slight,138
2015,30,Wet/Damp,Other,Rural,Slight,64
2015,30,Wet/Damp,Other,Urban,Slight,86
2016,30,Wet/Damp,Other,Rural,Slight,112
2016,30,Wet/Damp,Other,Urban,Slight,136
2017,30,Wet/Damp,Other,Rural,Slight,190
2017,30,Wet/Damp,Other,Urban,Slight,225
2018,30,Wet/Damp,Other,Rural,Slight,108
2018,30,Wet/Damp,Other,Urban,Slight,135
2019,30,Wet/Damp,Other,Rural,Slight,145
2019,30,Wet/Damp,Other,Urban,Slight,172
2020,30,Wet/Damp,Other,Rural,Slight,103
2020,30,Wet/Damp,Other,Urban,Slight,126
2021,30,Wet/Damp,Other,Rural,Slight,94
2021,30,Wet/Damp,Other,Urban,Slight,108
2022,30,Wet/Damp,Other,Rural,Slight,113
2022,30,Wet/Damp,Other,Urban,Slight,134
2023,30,Wet/Damp,Other,Rural,Slight,72
2023,30,Wet/Damp,Other,Urban,Slight,90
2014,40,Wet/Damp,Other,Rural,Slight,5
2014,40,Wet/Damp,Other,Urban,Slight,7
2015,40,Wet/Damp,Other,Rural,Slight,7
2015,40,Wet/Damp,Other,Urban,Slight,8
2016,40,Wet/Damp,Other,Rural,Slight,8
2016,40,Wet/Damp,Other,Urban,Slight,12
2017,40,Wet/Damp,Other,Rural,Slight,26
2017,40,Wet/Damp,Other,Urban,Slight,30
2018,40,Wet/Damp,Other,Rural,Slight,10
2018,40,Wet/Damp,Other,Urban,Slight,11
2019,40,Wet/Damp,Other,Rural,Slight,21
2019,40,Wet/Damp,Other,Urban,Slight,22
2020,40,Wet/Damp,Other,Rural,Slight,12
2020,40,Wet/Damp,Other,Urban,Slight,12
2021,40,Wet/Damp,Other,Rural,Slight,6
2021,40,Wet/Damp,Other,Urban,Slight,9
2022,40,Wet/Damp,Other,Rural,Slight,9
2022,40,Wet/Damp,Other,Urban,Slight,10
2023,40,Wet/Damp,Other,Rural,Slight,8
2023,40,Wet/Damp,Other,Urban,Slight,11
2014,50,Wet/Damp,Other,Rural,Slight,4
2014,50,Wet/Damp,Other,Urban,Slight,4
2015,50,Wet/Damp,Other,Rural,Slight,4
2015,50,Wet/Damp,Other,Urban,Slight,4
2016,50,Wet/Damp,Other,Rural,Slight,4
2016,50,Wet/Damp,Other,Urban,Slight,4
2017,50,Wet/Damp,Other,Rural,Slight,13
2017,50,Wet/Damp,Other,Urban,Slight,14
2018,50,Wet/Damp,Other,Rural,Slight,10
2018,50,Wet/Damp,Other,Urban,Slight,10
2019,50,Wet/Damp,Other,Rural,Slight,14
2019,50,Wet/Damp,Other,Urban,Slight,14
2020,50,Wet/Damp,Other,Rural,Slight,4
2020,50,Wet/Damp,Other,Urban,Slight,4
2021,50,Wet/Damp,Other,Rural,Slight,12
2021,50,Wet/Damp,Other,Urban,Slight,12
2022,50,Wet/Damp,Other,Rural,Slight,9
2022,50,Wet/Damp,Other,Urban,Slight,9
2023,50,Wet/Damp,Other,Rural,Slight,5
2023,50,Wet/Damp,Other,Urban,Slight,5
2019,60,Wet/Damp,Other,Rural,Slight,1
2019,60,Wet/Damp,Other,Urban,Slight,1
2023,60,Wet/Damp,Other,Rural,Slight,2
2023,60,Wet/Damp,Other,Urban,Slight,2
2014,70,Wet/Damp,Other,Rural,Slight,2
2014,70,Wet/Damp,Other,Urban,Slight,2
2019,70,Wet/Damp,Other,Rural,Slight,4
2019,70,Wet/Damp,Other,Urban,Slight,4
2020,70,Wet/Damp,Other,Rural,Slight,1
2020,70,Wet/Damp,Other,Urban,Slight,1
2022,70,Wet/Damp,Other,Rural,Slight,1
2022,70,Wet/Damp,Other,Urban,Slight,1
2023,70,Wet/Damp,Other,Rural,Slight,2
2023,70,Wet/Damp,Other,Urban,Slight,2
2014,20,Wet/Damp,Raining with high winds,Rural,Slight,2
2014,20,Wet/Damp,Raining with high winds,Urban,Slight,3
2015,20,Wet/Damp,Raining with high winds,Rural,Slight,2
2015,20,Wet/Damp,Raining with high winds,Urban,Slight,4
2016,20,Wet/Damp,Raining with high winds,Rural,Slight,4
2016,20,Wet/Damp,Raining with high winds,Urban,Slight,5
2017,20,Wet/Damp,Raining with high winds,Rural,Slight,6
2017,20,Wet/Damp,Raining with high winds,Urban,Slight,18
2018,20,Wet/Damp,Raining with high winds,Rural,Slight,20
2018,20,Wet/Damp,Raining with high winds,Urban,Slight,29
2019,20,Wet/Damp,Raining with high winds,Rural,Slight,21
2019,20,Wet/Damp,Raining with high winds,Urban,Slight,32
2020,20,Wet/Damp,Raining with high winds,Rural,Slight,47
2020,20,Wet/Damp,Raining with high winds,Urban,Slight,70
2021,20,Wet/Damp,Raining with high winds,Rural,Slight,34
2021,20,Wet/Damp,Raining with high winds,Urban,Slight,56
2022,20,Wet/Damp,Raining with high winds,Rural,Slight,29
2022,20,Wet/Damp,Raining with high winds,Urban,Slight,35
2023,20,Wet/Damp,Raining with high winds,Rural,Slight,35
2023,20,Wet/Damp,Raining with high winds,Urban,Slight,52
2014,30,Wet/Damp,Raining with high winds,Rural,Slight,86
2014,30,Wet/Damp,Raining with high winds,Urban,Slight,108
2015,30,Wet/Damp,Raining with high winds,Rural,Slight,76
2015,30,Wet/Damp,Raining with high winds,Urban,Slight,91
2016,30,Wet/Damp,Raining with high winds,Rural,Slight,83
2016,30,Wet/Damp,Raining with high winds,Urban,Slight,92
2017,30,Wet/Damp,Raining with high winds,Rural,Slight,46
2017,30,Wet/Damp,Raining with high winds,Urban,Slight,62
2018,30,Wet/Damp,Raining with high winds,Rural,Slight,56
2018,30,Wet/Damp,Raining with high winds,Urban,Slight,65
2019,30,Wet/Damp,Raining with high winds,Rural,Slight,68
2019,30,Wet/Damp,Raining with high winds,Urban,Slight,82
2020,30,Wet/Damp,Raining with high winds,Rural,Slight,93
